"Sens Factor =-14.2dB, AGain =18dB, SERNO: 8101247"
10.054	-5.1354
10.179	-5.0397
10.306	-4.94555
10.434	-4.8531
10.564	-4.76215
10.696	-4.6727
10.829	-4.5849
10.964	-4.49855
11.1	-4.41385
11.238	-4.3306
11.378	-4.24875
11.52	-4.1684
11.663	-4.08955
11.809	-4.01205
11.956	-3.936
12.104	-3.86145
12.255	-3.7882
12.408	-3.7163
12.562	-3.6458
12.718	-3.5767
12.877	-3.50875
13.037	-3.44225
13.199	-3.377
13.364	-3.31295
13.53	-3.25025
13.698	-3.1888
13.869	-3.1285
14.042	-3.0694
14.216	-3.01165
14.393	-2.95495
14.573	-2.89935
14.754	-2.845
14.938	-2.7917
15.124	-2.7396
15.312	-2.68855
15.503	-2.63855
15.696	-2.58965
15.891	-2.54185
16.089	-2.495
16.289	-2.44925
16.492	-2.4044
16.697	-2.3606
16.905	-2.31775
17.115	-2.2759
17.328	-2.2349
17.544	-2.19485
17.763	-2.15565
17.984	-2.1174
18.208	-2.08
18.434	-2.0435
18.664	-2.0078
18.896	-1.97295
19.131	-1.9389
19.369	-1.9056
19.611	-1.87305
19.855	-1.8413
20.102	-1.8103
20.352	-1.78005
20.605	-1.7505
20.862	-1.7216
21.122	-1.69335
21.385	-1.6658
21.651	-1.63895
21.92	-1.6127
22.193	-1.58705
22.47	-1.56195
22.749	-1.5375
23.032	-1.5136
23.319	-1.4902
23.609	-1.4674
23.903	-1.44505
24.201	-1.42325
24.502	-1.4019
24.807	-1.38105
25.116	-1.3606
25.429	-1.3406
25.745	-1.3211
26.066	-1.3019
26.39	-1.28315
26.719	-1.26475
27.051	-1.2467
27.388	-1.229
27.729	-1.2116
28.074	-1.19455
28.424	-1.1777
28.778	-1.1612
29.136	-1.14495
29.499	-1.1289
29.866	-1.11315
30.238	-1.09755
30.614	-1.0822
30.995	-1.06695
31.381	-1.0519
31.772	-1.037
32.167	-1.02225
32.568	-1.00755
32.973	-0.993
33.383	-0.97855
33.799	-0.9641
34.22	-0.94975
34.646	-0.9354
35.077	-0.9211
35.514	-0.9055
35.956	-0.89065
36.403	-0.8764
36.857	-0.86275
37.315	-0.84945
37.78	-0.83645
38.25	-0.8234
38.726	-0.8102
39.209	-0.7967
39.697	-0.78275
40.191	-0.76825
40.691	-0.75315
41.198	-0.73745
41.711	-0.7213
42.23	-0.70465
42.756	-0.6876
43.288	-0.6702
43.827	-0.6526
44.372	-0.6348
44.925	-0.61695
45.484	-0.5991
46.05	-0.58135
46.623	-0.56365
47.204	-0.54615
47.791	-0.52885
48.386	-0.51175
48.989	-0.49495
49.599	-0.4785
50.216	-0.46235
50.841	-0.44655
51.474	-0.43115
52.115	-0.41605
52.764	-0.40125
53.42	-0.38665
54.085	-0.37225
54.759	-0.35805
55.44	-0.344
56.131	-0.33
56.829	-0.31605
57.537	-0.30195
58.253	-0.28775
58.978	-0.27335
59.712	-0.2588
60.456	-0.24425
61.208	-0.2297
61.97	-0.2153
62.742	-0.20125
63.523	-0.1877
64.314	-0.1748
65.114	-0.16265
65.925	-0.15135
66.745	-0.141
67.576	-0.1316
68.418	-0.1231
69.269	-0.11545
70.132	-0.1086
71.005	-0.1025
71.889	-0.09705
72.784	-0.0922
73.69	-0.0879
74.607	-0.08405
75.536	-0.0806
76.476	-0.0775
77.428	-0.0748
78.392	-0.07245
79.368	-0.0705
80.356	-0.0689
81.356	-0.06765
82.369	-0.0667
83.394	-0.06615
84.433	-0.06585
85.484	-0.06585
86.548	-0.0661
87.625	-0.0666
88.716	-0.06725
89.82	-0.0681
90.939	-0.06915
92.071	-0.0703
93.217	-0.0715
94.377	-0.0728
95.552	-0.07415
96.742	-0.0755
97.946	-0.0769
99.165	-0.0783
100.4	-0.0797
101.65	-0.0811
102.915	-0.08255
104.196	-0.084
105.493	-0.0855
106.806	-0.087
108.136	-0.0885
109.482	-0.09005
110.845	-0.09165
112.225	-0.0933
113.622	-0.09495
115.037	-0.0966
116.469	-0.0983
117.919	-0.1
119.386	-0.10175
120.873	-0.1035
122.377	-0.10525
123.901	-0.10695
125.443	-0.10865
127.005	-0.11025
128.586	-0.11175
130.187	-0.11315
131.807	-0.11435
133.448	-0.1154
135.109	-0.11625
136.791	-0.117
138.494	-0.1175
140.218	-0.1179
141.964	-0.1181
143.731	-0.1182
145.52	-0.11825
147.332	-0.1182
149.166	-0.11805
151.023	-0.1179
152.903	-0.11775
154.806	-0.11765
156.734	-0.1176
158.685	-0.11765
160.66	-0.1178
162.66	-0.11805
164.685	-0.1184
166.735	-0.1189
168.811	-0.11945
170.912	-0.1201
173.04	-0.1209
175.194	-0.12175
177.375	-0.12275
179.583	-0.12385
181.819	-0.12505
184.082	-0.1264
186.374	-0.12785
188.694	-0.1293
191.043	-0.1308
193.421	-0.13235
195.829	-0.13395
198.267	-0.1356
200.735	-0.1373
203.234	-0.139
205.764	-0.1407
208.325	-0.14235
210.919	-0.1439
213.544	-0.14535
216.203	-0.1468
218.894	-0.1482
221.619	-0.1496
224.378	-0.15105
227.171	-0.1525
229.999	-0.1541
232.862	-0.15575
235.761	-0.1575
238.696	-0.15935
241.668	-0.16125
244.676	-0.16325
247.722	-0.1653
250.806	-0.1674
253.928	-0.16945
257.089	-0.1714
260.29	-0.17335
263.53	-0.1752
266.81	-0.177
270.132	-0.1788
273.495	-0.18055
276.899	-0.18225
280.346	-0.1839
283.836	-0.1855
287.37	-0.18705
290.947	-0.1885
294.569	-0.18985
298.236	-0.19115
301.949	-0.1924
305.708	-0.1936
309.513	-0.19475
313.366	-0.1959
317.267	-0.19705
321.217	-0.19815
325.216	-0.1991
329.264	-0.1998
333.363	-0.2001
337.513	-0.2
341.715	-0.1996
345.969	-0.19895
350.276	-0.1981
354.636	-0.197
359.051	-0.19565
363.521	-0.19415
368.046	-0.19245
372.628	-0.1906
377.266	-0.1885
381.963	-0.1861
386.718	-0.1835
391.532	-0.1806
396.406	-0.17745
401.341	-0.1741
406.337	-0.17045
411.395	-0.16665
416.517	-0.16265
421.702	-0.1586
426.951	-0.15445
432.266	-0.1502
437.648	-0.1459
443.096	-0.1415
448.612	-0.13695
454.196	-0.1323
459.851	-0.12765
465.575	-0.1229
471.371	-0.11815
477.239	-0.11335
483.18	-0.1085
489.195	-0.1037
495.285	-0.0988
501.45	-0.0939
507.693	-0.08895
514.013	-0.08395
520.412	-0.07895
526.89	-0.074
533.449	-0.06915
540.09	-0.06435
546.814	-0.05985
553.621	-0.0557
560.513	-0.05195
567.49	-0.04855
574.555	-0.0455
581.707	-0.0428
588.949	-0.04035
596.281	-0.0382
603.703	-0.0363
611.219	-0.03455
618.828	-0.03295
626.531	-0.0315
634.331	-0.0302
642.228	-0.02905
650.222	-0.02805
658.317	-0.02715
666.512	-0.0264
674.809	-0.02575
683.21	-0.02515
691.715	-0.02465
700.326	-0.0242
709.044	-0.0238
717.871	-0.02345
726.807	-0.02315
735.855	-0.0229
745.016	-0.0227
754.29	-0.0225
763.68	-0.0223
773.187	-0.022
782.812	-0.02175
792.557	-0.0214
802.424	-0.021
812.413	-0.0206
822.526	-0.02005
832.766	-0.0194
843.133	-0.0186
853.629	-0.01765
864.255	-0.0165
875.014	-0.0152
885.907	-0.0137
896.935	-0.012
908.101	-0.01005
919.406	-0.0079
930.851	-0.00555
942.439	-0.00295
954.171	-0.0001
966.049	0.003
978.076	0.0064
990.251	0.01
1002.58	0.02224
1015.06	0.0288
1027.7	0.03584
1040.49	0.0432
1053.44	0.05088
1066.56	0.05896
1079.83	0.06736
1093.28	0.07616
1106.89	0.0852
1120.67	0.09448
1134.62	0.10408
1148.74	0.114
1163.04	0.12408
1177.52	0.1344
1192.18	0.14488
1207.02	0.1556
1222.05	0.1664
1237.26	0.17736
1252.66	0.18848
1268.25	0.19968
1284.04	0.21088
1300.03	0.22216
1316.21	0.23344
1332.6	0.24472
1349.19	0.25608
1365.98	0.26736
1382.98	0.27864
1400.2	0.28976
1417.63	0.30072
1435.28	0.31152
1453.15	0.32216
1471.24	0.33272
1489.55	0.34312
1508.1	0.35328
1526.87	0.36336
1545.88	0.37328
1565.12	0.38296
1584.6	0.39248
1604.33	0.40176
1624.3	0.41088
1644.52	0.41984
1665	0.42864
1685.72	0.43728
1706.71	0.44576
1727.95	0.45408
1749.47	0.46232
1771.24	0.4704
1793.29	0.4784
1815.62	0.48632
1838.22	0.49424
1861.1	0.50208
1884.27	0.50992
1907.73	0.51784
1931.48	0.52584
1955.52	0.53392
1979.87	0.54216
2004.51	0.5508
2029.47	0.55976
2054.73	0.56912
2080.31	0.5788
2106.21	0.5888
2132.43	0.5992
2158.97	0.60992
2185.85	0.62104
2213.06	0.6324
2240.61	0.64424
2268.5	0.65632
2296.74	0.66888
2325.33	0.68184
2354.28	0.69512
2383.59	0.70872
2413.26	0.72264
2443.3	0.73688
2473.72	0.75128
2504.51	0.766
2535.69	0.78096
2567.26	0.79608
2599.22	0.81136
2631.58	0.8268
2664.33	0.8424
2697.5	0.85816
2731.08	0.874
2765.08	0.88984
2799.5	0.90576
2834.35	0.92168
2869.64	0.9376
2905.36	0.95344
2941.53	0.96928
2978.15	0.98504
3015.22	1.00064
3052.76	1.01616
3090.76	1.0316
3129.24	1.0468
3168.19	1.06192
3207.63	1.07672
3247.56	1.09128
3287.99	1.10536
3328.92	1.11896
3370.36	1.132
3412.32	1.14448
3454.8	1.15632
3497.81	1.16744
3541.35	1.17792
3585.44	1.18768
3630.07	1.19672
3675.26	1.20504
3721.01	1.21248
3767.33	1.21904
3814.23	1.22472
3861.72	1.22952
3909.79	1.23328
3958.46	1.23624
4007.74	1.23816
4057.63	1.23928
4108.14	1.23944
4159.28	1.23872
4211.06	1.23704
4263.48	1.23448
4316.56	1.23096
4370.29	1.22648
4424.7	1.22104
4479.78	1.21464
4535.55	1.20736
4592.01	1.1992
4649.17	1.19008
4707.05	1.18024
4765.65	1.1696
4824.98	1.15832
4885.04	1.14632
4945.85	1.1336
5007.42	1.12016
5069.76	1.10592
5132.87	1.09072
5196.77	1.07472
5261.46	1.05784
5326.96	1.04016
5393.27	1.02176
5460.41	1.00248
5528.39	0.9824
5597.21	0.96152
5666.89	0.93984
5737.43	0.91752
5808.86	0.89448
5881.17	0.8708
5954.38	0.84648
6028.51	0.8216
6103.56	0.79616
6179.54	0.77016
6256.46	0.74384
6334.35	0.7172
6413.2	0.69032
6493.04	0.66312
6573.87	0.63584
6655.71	0.6084
6738.56	0.5808
6822.45	0.55336
6907.38	0.52632
6993.37	0.49984
7080.43	0.47392
7168.57	0.44872
7257.81	0.42416
7348.16	0.40008
7439.63	0.37624
7532.25	0.35248
7626.02	0.32864
7720.95	0.30488
7817.06	0.2808
7914.38	0.2564
8012.9	0.23152
8112.65	0.20624
8213.64	0.18056
8315.89	0.15456
